Cam ID,Location,Latitude ,Longitude,camera_type,brand,install_date,last_maintenance_date,avg_daily_operation_hours,connectivity_status,ambient_temp_c,humidity_percent,prev_failures,days_since_last_failure,coverage_percent,health_status,uptime_percent,bandwidth_mbps,night_vision,technical_notes,lat_dd,lon_dd,governorate_en,Kuwait_Governorate,estimated_daily_vehicles
186,قادم من الجهراء باتجاه ال koc," 29°10'47.36""N"," 47°59'11.45""E",Dome,Hikvision,2023-06-02 00:00:00,2024-01-11 00:00:00,18,Online,31.5,55,0,353,73,Good,99.27,3.22,TRUE,Focus adjustment needed,29.17982222,47.98651389,Al Ahmadi,Ahmadi,48472
94,مدخل قصر بيان باتجاه السالميه," 29°18'14.50""N","48° 1'27.86""E",Thermal,Dahua,2024-07-02 00:00:00,2022-03-17 00:00:00,23,Offline,40.5,73,0,13,98,Good,93.91,5.71,TRUE,,29.30402778,48.02440556,Hawalli,Hawalli,104878
120,قادم من السادس باتجاه الفحيحيل," 29°15'54.09""N","48° 5'8.09""E",Bullet,Vivotek,2018-09-14 00:00:00,2022-11-19 00:00:00,22,Intermittent,31.4,49,2,391,95,Warning,92.18,4.16,TRUE,Periodic false motion alerts,29.265025,48.08558056,Mubarak Al-Kabeer,Mubarak Al-Kabeer,70548
5,الاول / القاهره مدخل المدينه  بإتجاه - السور," 29°21'56.49""N","47°59'29.99""E",Dome,Bosch,2018-06-06 00:00:00,2024-10-01 00:00:00,22,Online,26,42,1,293,95,Good,99.3,3.11,TRUE,,29.36569167,47.99166389,Al Asimah,Al Asimah,99836
340,قادم من دوار الجهراء باتجاه شارع السور ," 29°21'38.40""N"," 47°57'51.57""E",PTZ,Uniview,2022-03-18 00:00:00,2025-10-28 00:00:00,20,Online,35.4,49,2,335,93,Good,99.42,4.94,TRUE,Mount stabilization required,29.36066667,47.964325,Al Asimah,Al Asimah,94149
352,قادم من شارع السور/القاهرة باتجاه شارع مبارك الكبير ," 29°22'1.43""N"," 47°59'21.61""E",Analog,Hanwha,2021-12-08 00:00:00,2021-01-02 00:00:00,20,Online,26,34,2,234,78,Good,99.7,9.58,TRUE,Replace network cable,29.36706389,47.98933611,Al Asimah,Al Asimah,87480
287,قادم من شارع خالد ابن الوليد باتجاه شارع الخليج العربي الشويخ ,,,Fisheye,Bosch,2019-05-17 00:00:00,2022-09-24 00:00:00,21,Intermittent,30.8,66,0,122,65,Warning,92.46,2,TRUE,Mount stabilization required,,,,Unknown,37272
397,القادم من  الدائري الخامس باتجاه شارع قطر السالميه ," 29°19'30.57""N"," 48° 5'6.72""E",Analog,Honeywell,2025-03-04 00:00:00,2022-03-08 00:00:00,21,Online,30.8,56,2,163,87,Good,98.5,3.86,TRUE,Firmware update recommended,29.32515833,48.0852,Hawalli,Hawalli,98988
356,قادم من شارع الفحاحيل باتجاه شارع جابر المبارك ,,,Analog,Vivotek,2022-10-05 00:00:00,2024-07-31 00:00:00,23,Online,26,58,1,315,98,Good,98.56,4.52,FALSE,Mount stabilization required,,,,Unknown,80216
142,قادم من المطار باتجاه المسيله," 29°15'55.58""N","47°59'31.76""E",IP,Vivotek,2024-04-19 00:00:00,2025-09-15 00:00:00,18,Online,37,58,2,490,79,Good,98.27,3.65,TRUE,Firmware update recommended,29.26543889,47.99215556,Al Farwaniyah,Farwaniya,63863
144,قادم الجهراء باتجاه المطار," 29°15'56.28""N"," 47°57'55.35""E",Bullet,Hikvision,2022-08-24 00:00:00,2021-04-25 00:00:00,23,Online,29.3,53,2,141,83,Good,98.5,2.44,TRUE,Firmware update recommended,29.26563333,47.965375,Al Farwaniyah,Farwaniya,75350
290,قادم من شارع الخليج العربي باتجاه شارع جابر المبارك ," 29°23'17.65""N"," 47°59'7.86""E",Fisheye,Hanwha,2022-01-17 00:00:00,2020-10-05 00:00:00,23,Online,25.1,55,0,541,72,Good,99.7,3.43,TRUE,Lens requires cleaning,29.38823611,47.98551667,Al Asimah,Al Asimah,70815
118,قادم من الفحيحيل باتجاه شارع التعاوان," 29°15'53.70""N","48° 5'11.26""E",Dome,Axis,2019-03-21 00:00:00,2025-05-03 00:00:00,20,Online,24.9,57,1,239,64,Good,98.02,6.08,FALSE,Heat exposure — add shade,29.26491667,48.08646111,Mubarak Al-Kabeer,Mubarak Al-Kabeer,42987
143,قادم المسيله باتجاه د.5," 29°16'19.36""N"," 47°59'14.09""E",Thermal,Vivotek,2021-03-10 00:00:00,2024-08-17 00:00:00,18,Online,28.7,53,1,359,62,Good,99.68,4.96,TRUE,Replace network cable,29.27204444,47.98724722,Al Farwaniyah,Farwaniya,50832
27,مخرج القادم من صليبخات باتجاه الغزالي," 29°20'18.17""N"," 47°55'21.26""E",Fisheye,Dahua,2023-11-01 00:00:00,2025-07-01 00:00:00,21,Intermittent,35.9,60,0,0,76,Good,93.14,5.26,TRUE,,29.33838056,47.92257222,Al Asimah,Al Asimah,75184
432,القادم من د.5 باتجاه شارع معاذ بن جبل الرميثيه," 29°19'13.14""N"," 48° 3'41.90""E",IP,Axis,2023-07-27 00:00:00,2025-01-18 00:00:00,20,Online,35.4,61,1,443,67,Good,98,1.46,TRUE,Replace network cable,29.32031667,48.06163889,Hawalli,Hawalli,45808
66,د.4 / محمد بن القاسم المخرج المؤدي - الاندلس," 29°18'45.69""N"," 47°55'24.29""E",Dome,Bosch,2019-11-28 00:00:00,2025-08-03 00:00:00,20,Online,34.5,52,1,187,70,Good,99.37,4.97,TRUE,Check IR LEDs,29.31269167,47.92341389,Al Farwaniyah,Farwaniya,63018
29,مدخل القادم من الغرالي باتجاه المدينه," 29°20'11.96""N"," 47°55'39.89""E",Thermal,Axis,2018-06-29 00:00:00,2023-03-05 00:00:00,19,Offline,30.2,10,0,147,60,Warning,93.83,6.66,TRUE,,29.33665556,47.92774722,Al Asimah,Al Asimah,57768
98,مدخل شارع بيروت من ط. الملك فهد,"  29°19'50.30""N","48° 0'26.05""E",Analog,Hikvision,2019-09-22 00:00:00,2025-06-15 00:00:00,20,Online,15.6,49,2,148,89,Good,99.58,1.23,TRUE,Firmware update recommended,29.33063889,48.00723611,Hawalli,Hawalli,67493
191,القادم من اسواق القرين باتجاه صبحان," 29°12'0.23""N","48° 0'29.83""E",Fisheye,Uniview,2025-02-07 00:00:00,2024-03-06 00:00:00,18,Intermittent,24.1,38,1,499,74,Warning,95.2,1.06,TRUE,Focus adjustment needed,29.20006389,48.00828611,Al Ahmadi,Ahmadi,41106
104,المدخل القادم الفحيحيل باتجاه الصليبخات," 29°19'53.10""N"," 48° 2'22.41""E",Thermal,Honeywell,2018-11-02 00:00:00,2025-10-19 00:00:00,19,Online,35.5,26,0,557,99,Good,98.26,4.8,TRUE,,29.33141667,48.03955833,Hawalli,Hawalli,95084
452,القادم من شارع ابوحنيفه الرميثيه باتجاه د.5," 29°19'22.94""N"," 48° 3'58.75""E",Analog,Uniview,2023-10-05 00:00:00,2025-09-06 00:00:00,23,Online,34.5,71,1,40,66,Good,99.27,7.28,TRUE,,29.32303889,48.06631944,Hawalli,Hawalli,69934
123,قادم من المدينه باتجاه الجهراء," 29°16'18.37""N","48° 4'59.42""E",Thermal,Bosch,2018-12-30 00:00:00,2022-03-11 00:00:00,20,Intermittent,36.4,41,0,629,63,Warning,94.11,6.63,TRUE,Heat exposure — add shade,29.27176944,48.08317222,Mubarak Al-Kabeer,Mubarak Al-Kabeer,40815
47,قادم دوار الامم باتجاه د.4 - الاندلس," 29°18'26.80""N","47°53'34.08""E",Thermal,Hikvision,2022-11-15 00:00:00,2024-04-29 00:00:00,18,Online,26.5,58,1,160,70,Good,98.99,4.24,TRUE,,29.30744444,47.8928,Al Farwaniyah,Farwaniya,58312
136,قادم من الجهراء باتجاه د.6," 29°17'21.95""N","47°59'0.33""E",Dome,Hanwha,2022-07-14 00:00:00,2024-08-27 00:00:00,19,Intermittent,28.6,60,1,426,89,Warning,93.64,3.74,TRUE,Replace network cable,29.28943056,47.983425,Al Farwaniyah,Farwaniya,80835
289,قادم من شارع الخليج العربي باتجاه شارع خالد ابن الوليد السالمية,,,Thermal,Hikvision,2018-03-08 00:00:00,2021-01-22 00:00:00,20,Online,33,49,3,38,95,Warning,98.98,1.57,FALSE,Firmware update recommended,,,,Unknown,63248
23,مخرج مؤسسة البترول باتجاه الغزالي," 29°21'7.83""N","47°56'41.14""E",Bullet,Bosch,2022-03-27 00:00:00,2019-06-19 00:00:00,20,Online,38.5,52,0,690,88,Good,99.87,1.71,FALSE,,29.352175,47.94476111,Al Asimah,Al Asimah,75640
52,قادم من الجهراء باتجاه صلة الدوحه," 29°18'12.50""N"," 47°47'1.83""E",Bullet,Bosch,2024-09-09 00:00:00,2025-10-27 00:00:00,19,Online,36.5,95,0,196,87,Good,98.99,1.64,TRUE,,29.30347222,47.78384167,Al Jahrah,Jahra,46273
363,قادم من شارع الشهداء باتجاه شارع عبد الله السالم ,"  29°22'0.17""N"," 47°58'26.51""E",IP,Vivotek,2021-08-22 00:00:00,2025-08-26 00:00:00,23,Online,39.3,47,0,225,77,Good,98.12,3.39,TRUE,,29.36671389,47.97403056,Al Asimah,Al Asimah,74022
290,قادم من شارع الخليج العربي باتجاه شارع جابر المبارك ," 29°23'17.65""N"," 47°59'7.86""E",Fisheye,Hanwha,2022-01-17 00:00:00,2022-10-21 00:00:00,21,Online,39.3,63,2,0,72,Warning,98.17,2.61,TRUE,,29.38823611,47.98551667,Al Asimah,Al Asimah,61278
80,د.4 / الرياض المخرج المؤدي الي د-5," 29°19'4.05""N","47°58'27.54""E",Fisheye,Uniview,2025-01-17 00:00:00,2025-08-05 00:00:00,23,Intermittent,40.7,73,0,247,76,Warning,95.49,2.56,TRUE,Focus adjustment needed,29.31779167,47.97431667,Al Farwaniyah,Farwaniya,63620
222,القادم من الفحاحيل باتجاه الجهراء," 29°18'55.85""N"," 48° 3'8.95""E",Dome,Uniview,2018-11-26 00:00:00,2025-04-09 00:00:00,21,Offline,38.8,59,1,493,71,Warning,97.21,6.87,FALSE,Focus adjustment needed,29.31551389,48.05248611,Hawalli,Hawalli,69261
410,القادم من د.5 باتجاه شارع اسامه بن زيد," 29°19'29.98""N"," 48° 4'18.37""E",Fisheye,Bosch,2024-01-29 00:00:00,2025-03-03 00:00:00,21,Online,36.5,45,2,19,64,Warning,99.13,5.94,TRUE,Lens requires cleaning,29.32499444,48.07176944,Hawalli,Hawalli,58826
7,الاول / القاهره الخارج من المدينه - الشيراتون," 29°21'48.53""N","47°59'23.77""E",Thermal,Axis,2024-06-01 00:00:00,2025-09-08 00:00:00,20,Online,33.6,70,2,689,85,Good,98.6,3.28,TRUE,Check IR LEDs,29.36348056,47.98993611,Al Asimah,Al Asimah,82931
241,قادم من الشيخ زايد باتجاه المغرب," 29°18'29.22""N"," 48° 1'16.77""E",IP,Uniview,2020-03-08 00:00:00,2024-07-11 00:00:00,23,Online,33.7,76,1,160,62,Good,99.31,1.51,TRUE,Lens requires cleaning,29.30811667,48.021325,Hawalli,Hawalli,44915
215,قادم من ابوفطيره باتجاه المدينه," 29°13'9.79""N","48° 6'5.32""E",Bullet,Dahua,2020-12-04 00:00:00,2025-08-10 00:00:00,22,Online,29.6,54,1,444,65,Good,99.27,5.68,TRUE,,29.21938611,48.10147778,Mubarak Al-Kabeer,Mubarak Al-Kabeer,45246
198,قادم من العدان باتجاه المدينه," 29°14'24.13""N","48° 3'2.36""E",Thermal,Honeywell,2021-08-23 00:00:00,2025-05-22 00:00:00,19,Intermittent,34.2,51,1,688,73,Warning,91.28,4.09,TRUE,Check IR LEDs,29.24003611,48.05065556,Mubarak Al-Kabeer,Mubarak Al-Kabeer,46450
278,قادم منشارع الخليج باتجاه شارع عبد العزيز حمد الصقر  الشويخ ,"  29°22'4.10""N","  47°57'48.22""E",Bullet,Hanwha,2024-02-11 00:00:00,2019-12-27 00:00:00,21,Online,33.8,63,0,384,78,Good,99.51,1.39,TRUE,Firmware update recommended,29.36780556,47.96339444,Al Asimah,Al Asimah,65671
17,قادم من د.2 باتجاه د. الاول نفق," 29°21'33.00""N","47°57'34.51""E",IP,Honeywell,2020-01-10 00:00:00,2023-07-30 00:00:00,20,Online,30.8,51,1,648,89,Good,98.61,3.32,TRUE,Focus adjustment needed,29.35916667,47.95958611,Al Asimah,Al Asimah,88378
32,القادم من طريق الجهراء بإتجاه دوار الجهراء," 29°21'32.45""N"," 47°57'46.41""E",PTZ,Hanwha,2019-06-08 00:00:00,2022-03-13 00:00:00,20,Online,27.5,54,1,305,82,Good,98.23,4.6,TRUE,,29.35901389,47.96289167,Al Asimah,Al Asimah,95859
130,قادم من الضجيج باتجاه السالميه," 29°18'6.17""N","47°57'1.54""E",IP,Axis,2022-03-27 00:00:00,2024-03-09 00:00:00,21,Online,23.8,71,2,384,85,Good,98.18,5.73,TRUE,Firmware update recommended,29.30171389,47.95042778,Al Farwaniyah,Farwaniya,84898
226,القادم من الجهراء باتجاه الشويخ ," 29°18'5.45""N"," 47°57'51.95""E",Thermal,Hanwha,2020-06-03 00:00:00,2025-09-26 00:00:00,23,Online,34.5,63,1,384,70,Good,99.47,5.59,TRUE,Lens requires cleaning,29.30151389,47.96443056,Al Farwaniyah,Farwaniya,68842
114,مدخل شارع الاقصى القادم من الفحيحيل," 29°18'1.22""N","48° 3'51.56""E",Dome,Bosch,2022-11-14 00:00:00,2025-01-05 00:00:00,23,Online,31.6,59,0,361,64,Good,99.35,7.42,TRUE,Lens requires cleaning,29.30033889,48.06432222,Hawalli,Hawalli,67469
186,قادم من الجهراء باتجاه ال koc," 29°10'47.36""N"," 47°59'11.45""E",Dome,Hikvision,2023-06-02 00:00:00,2024-10-01 00:00:00,20,Intermittent,29.8,43,0,448,98,Good,91.59,5.35,TRUE,Check IR LEDs,29.17982222,47.98651389,Al Ahmadi,Ahmadi,80962
70,د.4 / الغرالي المخرج المؤدي الي بن القاسم," 29°18'53.26""N","47°56'23.10""E",Dome,Dahua,2022-05-22 00:00:00,2024-02-04 00:00:00,20,Online,30.9,54,0,561,84,Good,98.64,1.75,TRUE,,29.31479444,47.93975,Al Farwaniyah,Farwaniya,68413
195,قادم من القرين باتجاه المدينه," 29°12'29.69""N","48° 3'34.03""E",Analog,Vivotek,2018-04-26 00:00:00,2023-11-08 00:00:00,21,Online,40.8,61,2,418,66,Warning,99.38,4.7,TRUE,Firmware update recommended,29.20824722,48.05945278,Al Ahmadi,Ahmadi,46240
270,قادم من الدائري الأول باتجاه شارع عبد العزيز حمد الصقر ," 29°22'0.17""N"," 47°57'54.88""E",Thermal,Bosch,2023-06-15 00:00:00,2023-06-25 00:00:00,23,Online,28.8,78,2,531,93,Good,99.82,3.08,TRUE,Check IR LEDs,29.36671389,47.96524444,Al Asimah,Al Asimah,113907
287,قادم من شارع خالد ابن الوليد باتجاه شارع الخليج العربي الشويخ ,,,Fisheye,Bosch,2019-05-17 00:00:00,2022-02-22 00:00:00,18,Online,38.2,79,2,10,78,Good,98.72,6.48,FALSE,Firmware update recommended,,,,Unknown,54051
84,د.4 / الرياض المخرج المؤدي الي السالميه," 29°19'5.85""N","47°58'32.36""E",Thermal,Honeywell,2020-07-27 00:00:00,2023-05-26 00:00:00,20,Online,33.4,56,0,4,72,Good,98.06,3.79,TRUE,Replace network cable,29.31829167,47.97565556,Al Farwaniyah,Farwaniya,62174
190,القادم من د.7 باتجاه اسواق القرين,"  29°11'40.84""N","48° 0'23.84""E",Fisheye,Uniview,2023-01-17 00:00:00,2024-07-11 00:00:00,22,Online,27.7,46,2,203,95,Good,98.4,4.14,TRUE,,29.19467778,48.00662222,Al Ahmadi,Ahmadi,78797
155,قادم الضجيج باتجاه المسيله," 29°15'56.54""N","47°57'24.55""E",Fisheye,Dahua,2025-02-07 00:00:00,2023-10-11 00:00:00,23,Online,28.7,70,1,40,86,Good,99.9,3.57,TRUE,Heat exposure — add shade,29.26570556,47.95681944,Al Farwaniyah,Farwaniya,83862
73,د.4 / المطارالمخرج المؤدي الي د.5," 29°18'58.28""N","47°57'37.85""E",PTZ,Hikvision,2022-07-05 00:00:00,2020-01-16 00:00:00,20,Online,28.2,78,1,609,72,Good,99.41,14.13,TRUE,Firmware update recommended,29.31618889,47.96051389,Al Farwaniyah,Farwaniya,77148
158,قادم المسيله باتجاه اشبيله والجليب," 29°16'1.35""N"," 47°56'25.61""E",Dome,Axis,2018-08-23 00:00:00,2022-10-19 00:00:00,22,Online,33,65,0,214,70,Good,99.74,8.37,TRUE,Check IR LEDs,29.26704167,47.94044722,Al Farwaniyah,Farwaniya,72376
279,قادم من شارع الخليج السالمية باتجاه شارع عبد العزيز حمد الصقر ,,,IP,Bosch,2025-02-13 00:00:00,2023-02-15 00:00:00,20,Online,33,71,0,580,93,Good,98.03,5.37,TRUE,Replace network cable,,,,Unknown,71972
297,قادم من شارع الخليج العربي السالمية باتجاه شارع عبد الرحمن يوسف حمد الرومي ,,,Thermal,Bosch,2022-09-01 00:00:00,2023-01-19 00:00:00,18,Online,28.1,63,1,573,79,Good,98.1,7.41,TRUE,Focus adjustment needed,,,,Unknown,58850
80,د.4 / الرياض المخرج المؤدي الي د-5," 29°19'4.05""N","47°58'27.54""E",Fisheye,Uniview,2025-01-17 00:00:00,2024-05-18 00:00:00,19,Online,26.4,65,1,5,67,Good,99.14,3.28,TRUE,,29.31779167,47.97431667,Al Farwaniyah,Farwaniya,53144
359,شارع جاسم محمد البحر باتجاه شارع الشهداء /شرق," 29°22'52.44""N"," 47°59'43.78""E",IP,Hikvision,2021-07-05 00:00:00,2025-12-10 00:00:00,23,Online,31.7,64,1,241,94,Good,98.29,6.13,TRUE,Firmware update recommended,29.38123333,47.99549444,Al Asimah,Al Asimah,110052
224,القادم من السالمية باتجاه الضجيج," 29°18'11.55""N"," 47°57'44.36""E",Dome,Uniview,2020-03-28 00:00:00,2025-04-08 00:00:00,22,Offline,27.2,67,0,287,81,Good,94.74,5.86,FALSE,Replace network cable,29.30320833,47.96232222,Al Farwaniyah,Farwaniya,81977
215,قادم من ابوفطيره باتجاه المدينه," 29°13'9.79""N","48° 6'5.32""E",Bullet,Dahua,2020-12-04 00:00:00,2023-09-28 00:00:00,18,Intermittent,35.6,61,1,77,89,Warning,93.69,4.26,TRUE,Focus adjustment needed,29.21938611,48.10147778,Mubarak Al-Kabeer,Mubarak Al-Kabeer,56630
163,قادم من المسيله باتجاه باتجاه د.5," 29°16'4.93""N","47°55'32.95""E",Fisheye,Hanwha,2025-10-05 00:00:00,2024-09-17 00:00:00,20,Online,31.8,52,0,593,96,Good,98.33,1.72,TRUE,Focus adjustment needed,29.26803611,47.92581944,Al Farwaniyah,Farwaniya,82862
98,مدخل شارع بيروت من ط. الملك فهد,"  29°19'50.30""N","48° 0'26.05""E",Analog,Hikvision,2019-09-22 00:00:00,2025-11-03 00:00:00,21,Online,34.8,40,1,563,87,Good,98.97,1.74,TRUE,Periodic false motion alerts,29.33063889,48.00723611,Hawalli,Hawalli,76851
14,الاول /الرياض الخارج من المدينه - الشيراتون," 29°21'33.61""N"," 47°58'20.97""E",Analog,Hikvision,2021-10-13 00:00:00,2021-07-19 00:00:00,18,Online,27.7,59,0,406,77,Good,99.85,2.32,TRUE,Focus adjustment needed,29.35933611,47.97249167,Al Asimah,Al Asimah,65053
213,قادم من المدينه باتجاه ابوفطيره," 29°12'51.81""N","48° 6'7.92""E",PTZ,Uniview,2023-05-09 00:00:00,2022-09-15 00:00:00,22,Intermittent,28.8,41,0,75,85,Good,92.73,2.39,TRUE,,29.21439167,48.1022,Mubarak Al-Kabeer,Mubarak Al-Kabeer,56219
135,قادم السالميه باتجاه د.4," 29°18'12.40""N","47°57'58.20""E",Dome,Honeywell,2025-02-14 00:00:00,2024-08-14 00:00:00,19,Intermittent,35,63,2,495,63,Warning,96.14,14.05,FALSE,,29.30344444,47.96616667,Al Farwaniyah,Farwaniya,64634
82,د.4 / الرياض المخرج المؤدي الي المدينه," 29°19'10.08""N","47°58'29.60""E",Analog,Honeywell,2018-02-22 00:00:00,2023-05-07 00:00:00,19,Intermittent,29.3,62,1,192,84,Warning,91.98,1.81,TRUE,Mount stabilization required,29.31946667,47.97488889,Al Farwaniyah,Farwaniya,67168
142,قادم من المطار باتجاه المسيله," 29°15'55.58""N","47°59'31.76""E",IP,Vivotek,2024-04-19 00:00:00,2022-04-24 00:00:00,22,Online,23.6,47,1,686,71,Good,98.91,4.05,TRUE,,29.26543889,47.99215556,Al Farwaniyah,Farwaniya,64560
220,قادم من الفحيحل باتجاه المدينه وصباح السالم," 29°14'49.59""N","48° 5'33.26""E",Dome,Axis,2023-08-13 00:00:00,2023-09-23 00:00:00,21,Online,22.7,47,0,52,60,Good,99.57,1.64,FALSE,Focus adjustment needed,29.24710833,48.09257222,Mubarak Al-Kabeer,Mubarak Al-Kabeer,29174
29,مدخل القادم من الغرالي باتجاه المدينه," 29°20'11.96""N"," 47°55'39.89""E",Thermal,Axis,2018-06-29 00:00:00,2025-01-14 00:00:00,21,Online,40.6,42,0,160,92,Good,99.88,2.38,TRUE,Heat exposure — add shade,29.33665556,47.92774722,Al Asimah,Al Asimah,86003
124,قادم من المسيله باتجاه المديدنه," 29°16'5.63""N","48° 2'29.06""E",Fisheye,Hikvision,2018-06-12 00:00:00,2022-04-21 00:00:00,21,Online,25.7,64,3,439,65,Warning,99.81,4.65,FALSE,,29.26823056,48.04140556,Mubarak Al-Kabeer,Mubarak Al-Kabeer,42423
30,مخرج باتجاه شارع الجهراء والتطبيقي," 29°20'11.65""N","47°55'37.75""E",PTZ,Hanwha,2019-01-15 00:00:00,2025-01-09 00:00:00,20,Online,37.3,41,1,196,74,Good,99.01,2.57,TRUE,Lens requires cleaning,29.33656944,47.92715278,Al Asimah,Al Asimah,62262
50,قادم من وصلة الدوحه باتجاه الجهراء," 29°18'43.46""N"," 47°46'45.54""E",PTZ,Dahua,2025-02-27 00:00:00,2019-05-25 00:00:00,22,Online,38.3,32,1,388,92,Good,98.6,5.91,TRUE,,29.31207222,47.77931667,Al Jahrah,Jahra,63660
254,قادم من الدائري الرابع  باتجاه شارع حمد راشد العليان ," 29°18'48.93""N"," 47°56'2.46""E",Thermal,Axis,2023-10-07 00:00:00,2025-07-24 00:00:00,19,Online,22,61,0,677,95,Good,98.31,1.17,TRUE,,29.31359167,47.93401667,Al Farwaniyah,Farwaniya,88127
